http://linkedgeodata.org/ontology/opening_hours	
"n_so"	"o"
1	"Mo-Fr 11:00-21:00;Sa off;Su 15:00-20:00"
1	"Mo,Tu 00:00-02:00,09:00-24:00; We,Th 00:00-03:00,09:00-24:00; Fr-Su 00:00-05:00,09:00-24:00"
1	"Mo-Fr 10:00-20:00;Sa 10:00-18:00;Su 11:00-17:00"
1	"Mo-Th 07:00-22:00;Fr 07:00-23:00;Sa 08:00-23:00;Su 08:00-22:00"
1	"Mo-Fr 10:30-20:00;Sa 10:30-19:00;Su 12:30-18:00"
1	"14:00-24:00"
1	"Mo-Fr 10:00-23:00; Sa-Su 12:00-22:00"
1	"Mo-Th 11:00-00:00; Fr-Sa 11:00-01:00; Su 11:00-00:00"
1	"Mo-Th 07:00-20:00;Fr 07:00-00:00;Sa 07:30-19:30;Su 09:00-20:00"
1	"Mo-Th 11:00-22:00; Fr-Sa 11:00-06:00; Su 13:00-22:00"
1	"Mo-Fr 07:00-23:00;Sa 09:00-23:00;Su 10:00-22:00"
1	"Mo-Fr 10:30-16:30"
1	"Mo-Fr 10:00-18:30; Sa 10:00-15:00"
1	"Mo-We 16:00-22:00; Su 16:00-22:00; Th-Sa 16:00-04:00"
1	"Mo-Fr 15:00-22:00; Sa-Su 16:00-22:00"
1	"Mo-Fr 11:00-23:00; Sa 14:00-22:30; Su 12:00-22:30; PH 12:00-22:30"
1	"Mo-Th 10:30-14:00, 17:00-22:00; Fr 10:30-14:00, 17:00-24:00; Sa 11:00-23:00; Su 11:00-22:00"
1	"Mo-Th 12:00-14:00,17:30-23:30; Fr-Sa 12:00-14:00,17:30-24:00; Su 18:00-23:30"
1	"Mo-Th 12:00-24:00; Fr-Su 00:00-03:00,12:00-24:00"
1	"Mo-Th 15:00-22:00; Fr 15:00-23:00; Sa 13:00-23:00; Su 13:00-22:00"
1	"Mo 17:30-22:30; Tu off; We-Th 17:30-22:30; Fr-Sa 17:30-23:00; Su 17:30-22:30"
1	"Mo-Th 08:00-15:30; Fr 06:30-15:00"
1	"Mo-Fr 10:30-21:00;Sa 11:00-21:00;Su 12:00-21:00"
1	"Mo-Th 10:00-23:00; Fr 10:00-24:00; Sa 00:00-06:00,11:00-24:00; Su 00:00-06:00,11:00-23:00"
1	"Mo off; Tu-Sa 10:00-14:00,18:00-22:00; Su off"
1	"Mo 12:00-14:00,17:00-21:00; Tu-Fr 12:00-14:00,17:00-21:30; Sa 12:00-14:00,17:00-21:00; Su off"
1	"Mo-Fr 07:00-19:00;Sa 10:00-17:00;Su off"
1	"Mo-Fr 11:30-22:30; Su 12:00-22:00"
1	"Tu-Sa 11:30-22:00; Su 14:00-22:00"
1	"Mo-Th 08:00-23:00; Fr 08:00-01:00; Sa 09:00-01:00; Su 10:00-22:00"
1	"Tu-Sa 11:00-23:00; Su 12:00-22:00"
1	"Mo-Th 11:00-22:00; Fr-Sa 11:00-23:59; Su 11:00-22:00"
1	"Mo-Th 10:00-23:00; Fr-Sa 10:00-23:30; Su 16:00-22:00"
1	"Mo off; Tu-Th 17:00-23:00; Fr-Sa 12:00-13:45,17:00-23:00; Su 17:30-23:00"
1	"Mo-Th 17:00-21:00; Fr-Su 12:00-21:00"
1	"Mo-Fr 08:00-19:30; Sa-Su 10:00-19:30"
1	"Mo-Th 08:00-01:00; Fr-Sa 08:00-04:00; Su 09:00-01:00"
1	"Mo-Fr 11:00-20:00; Sa,Su,PH off"
1	"Nachmittag immer bis spÃƒÂ¤t offen"
1	"Mo-Sa 11:00-24:00; Su,PH 12:00-24:00"
1	"Mo,Sa 16:00-24:00; Tu-Fr 12:00-24:00; Su 00:00-02:00,16:00-24:00"
1	"10h00 ÃƒÂ  23h00"
1	"Mo-Sa 11:00-14:00,17:00-23:00; Su 17:00-23:00"
1	"Su-Th 07:00-02:00; Fr-Sa 07:00-03:00"
1	"Mo 11:30-14:00; Tu-Fr 11:30-14:00,18:30-22:00; Sa-Su 18:30-22:00"
1	"Mo-Fr 9:30-20:00; Sa 9:00-20:00"
1	"Mo-Fr 09:00-13:30"
1	"Tu-Su 11:30-23"
1	"Mo-Su 11:30-14:15, 17:30-22:15"
1	"Mo-Sa 11:00-14:00,17:00-22:00; Su 12:00-22:00"
1	"Mo-Fr 11:00-15:00, 17:00-23:00; Sa 16:00-23:00; Su 12:00-22:00"
1	"Su-Mo 11:00-02:00;Tu-Sa 11:00-05:00"
1	"Mo-Fr 05:30-22:00; Sa 08:00-22:00; Su 09:00-22:00"
1	"Mo-Th 11:00-23:30; Fr-Su 11:00-24:00"
1	"Mo-Th 16:00-01:00;Fr-Sa 15:00-06:00;Su 15:00-01:00"
1	"Mo-Fr 11:00-21:00;Sa 12:00-21:00;Su 13:00-20:00"
1	"11:45-14:30, 17:00-21:00"
1	"May-Sep: Su-Th 11:00-18:00; Fr,Sa 11:00-22:00; ""Und nach Absprache"""
1	"Mo-Th 11:00-23:00; Fr-Sa 11:00-04:00; Su 12:00-23:00"
1	"Mo-Fr 07:30-20:00; Sa 08:00-19:00"
1	"Mo-We 07:00-19:00;Th 07:00-20:00;Fr 07:00-19:00;Sa 07:00-18:00;Su off"
1	"Mo-Fr 09:00-20:00;Sa 09:00-19:00"
1	"Mo-Su 10:45-22:45"
1	"We,Sa,Su 11:00-18:00"
1	"Tu-Sa 11:30-14:00,17:00-22:30"
1	"16:00-05:00"
1	"Mo-Fr 10:00-21:30; Sa 10:30-21:00; Su 11:00-21:00"
1	"Su -17:00"
1	"Mo-Sa 10:30-20:30"
1	"Mo-Sa 06:00-20:00; Aug off"
1	"Mo-Su 10:30-00:30"
1	"We,Sa"
1	"Mo-Th 11:30-22:30; Fr-Su 11:30-23:30"
1	"Mo-We 08:00-21:00; Th 08:00-23:00; Fr 08:00-04:00; Sa 10:00-04:00; Su 10:00-05:00"
1	"Mo-Fr 09:00-19:00;Sa-Su 11:00-17:00"
1	"12:00-18:00;21:30-07:00"
1	"Mo-Fr 09:00-19:00; Sa 10:00-18:00"
1	"Mo-Fr 07:00-18:00; Sa 07:00-15:00"
1	"Mo-Fr 11:30-22:00; Su 15:00-22:00"
1	"Mo-Fr 06:30-17:00;Sa-Su 12:00-17:00"
1	"Mo-Fr 06:30-14:30"
1	"Sa"
1	"Mo-Th 07:00-01:00; Fr,Sa 07:00-07:00, Su 07:00-01:00"
1	"Mo-Th 09:00-24:00;Fr 09:00-03:00;Sa 10:00-03:00;Su 10:00-23:00"
1	"Mo-Fr 10:00-23:00;Sa-Su 11:00-23:00"
1	"Su-We 11:00-23:00; Th 11:00-00:00; Fr-Sa 11:00-01:00"
1	"Mo-Th 11:00-13:30, 17:00-22:00; Fr-Sa 11:00-13:30, 17:00-22:30; Su 16:00-22:00"
1	"Mo-Th 10:00-22:00; Fr-Sa 10:00-23:00; Su 12:00-22:00"
1	"Tu-Fr 11:30-20:30; Sa-Su 13:00-20:30"
1	"Mo-Sa 10:30-20:30; Su[1] 12:00-20:00"
1	"Mo-Th 10:00-21:00, Fr 10:00-21:30, Sa-Su 12:00-20:00"
1	"Mo-Th 11:00-03:00, Fr-Sa 11:00-06:00, Su 11:00-01:00"
1	"Mo-Tu off; We-Su 09:00-21:00"
1	"Mo-Fr 11:30-14:30,17:00-22:30; Sa,Su,PH 15:00-22:30"
1	"Mo-Fr 11:00-21:00;Sa 12:00-21:00"
1	"Mo-Fr 07:00-22:00; Sa 08:00-21:00; Su 12:00-18:00"
1	"Mo-Sa 10:00-24:00; Su 17:00-24:00"
1	"Mo-Fr 11:00-14:00;17:00-22:00;Sa off; Su,PH 17:00-22:00"
1	"Mo-Su 10:00-22:00; Fr,Sa 10:00-24:00"
1	"Su-Th 10:00-02:00; Fr-Sa 10:00-04:00"
1	"Mo-Fr 11:00-14:00, 17:00-23:00; Sa-Su 17:00-23:00"
1	"Mo-Th 06:00-22:00; Fr 06:00-23:00; Sa 08:00-23:00; Su 10:00-22:00"
1	"Mo-We 07:00-00:00; Th-Fr 07:00-03:00; Sa 08:00-03:00; Su 09:00-00:00"
1	"07:00-01:00, Fr,Sa 07:00-03:00, Su 08:00-01:00"
1	"Mo-Fr 12:00-22:30; Sa 17:00-22:30; Su 13:00-22:30"
1	"Sa 12:00-17:00, Su 12:00-17:00, PH 12:00-17:00"
1	"Mo-Sa 08:00-23:00; Su 17:00-23:00"
1	"Mo-Sa 12:00-01:30"
1	"Mo-Su 11:00-22:00; Sa off"
1	"Mo-Th 08:30-21:30; Fr 08:30-22:30; Sa 10:00-22:30; Su, PH 12:00-21:30"
1	"Mo-Th 09:00-20:00; Fr-Sa 09:00-22:00; PH off"
1	"Mo-Sa 11:00-22:30; Su, PH 12:00-22:00"
1	"Mo-Sa 11:00-21:00; Su 16:30-21:00"
1	"Mo-Su 00:00-02:00,07:00-24:00"
1	"Mo-fr 10:30-21:00;sa 11:00-21:00;su 11:00-20:00"
1	"Mo-Th 07:30-01:00; Fr-Sa 07:30-04:00; Su 10:00-24:00"
1	"Mo-Sa 07:00-24:00;Su 08:00-24:00"
1	"Mo-Th 12:00-20:00;Fr 12:00-22:00;Sa-Su 12:00-20:00"
1	"Mo-Fr 11:30-21:00; Sa 12:00-21:00; Su 13:00-18:00"
1	"Mo-Fr 11:00-21:00; Sa 11:00-16:00"
1	"Su-Th 11:00-23:00; Fr-Sa 11:00-04:00"
1	"Mo 08:00-21:30; Tu-Fr 08:00-22:30; Sa 09:00-22:30; Su 12:00-21:30"
1	"Tu-Fr 17:30-22:30; Sa 11:30-22:30"
1	"Tu-Sa 12:00-22:00; Su, PH 13:30-22:00"
1	"Mo-Th 14:00-22:00; Fr 14:00-01:00; Sa 12:00-01:00; Su 12:00-22:00"
1	"E-R 8-24, L 10-22, P 12-24"
1	"Mo-Sa 11:30-22:00; Su,PH 17:00-22:00"
1	"Jan-May: Tu-Sa 11:00-20:00, Su 09:00-20:00; Jun-Sep Tu-Sa 10:00-22:00, Su 09:00-22:00; Oct-Dec Tu-Sa 11:00-20:00, Su 09:00-20:00"
1	"Mo-Fr 10:00-20:30; Sa 09:00-20:00"
1	"Tu-Su; Mo off"
1	"Mo-Th 10:00-01:00"
1	"Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; PH off"
1	"Su-Th 12:00-24:00;Fr-Sa 12:00-05:00"
1	"Mo-Fr 11:00-2:30"
1	"Mo-Fr 09:00-22:00; Sa-Su 10""00-22:00"
1	"Mo off; Tu-Fr 11:00-14:00,17:00-22:30; Sa-Su 15:00-22:30"
1	"Mo Off; Tu-Sa 11:00-14:00, 17:30-22:00; Su 17:00-22:00"
1	"Mo-Fr 10:00-14:00, Mo-Th 16:30-22:00, Fr 16:30-23:00, Sa 12:00-23:00, PH,Su 12:00-22:00"
1	"Mo-Fr 11:30-22:00, Sa,Su,PH 12:00-22:00"
1	"Mo 11:30-14:00; Tu-Th, Su 11:30-14:00; 17:30-21:00; Fr-Sa 11:30-14:00; 17:30-21:30; PH 17:30-21:00"
1	"Mo,We-Fr 12:00-22:30;Sa-Su 12:00-22:00"
1	"E-N 11-23; R-L 11-5; P 11-18"
1	"Tu-Su 10:00-22:00; Mo off"
1	"Mo-Fr 09:00-19:00; Sa 09:00-13:00"
1	"Mo-Th 10:00-21:00; Fr,Sa 10:00-22:00; Su 11:00-21:00"
1	"Mo-Th 09:00-22:00; Fr 09:00-23:00; Sa 10:00-23:00; Su 12:00-22:00"
1	"Mo-Fr 12:00-15:00,17:00-22:00; Sa 17:00-22:00; Su,PH 15:00-22:00"
1	"Mo-Th 09:30-24:00;Fr 09:30-04:00;Sa 11:00-04:00;Su 11:00-23:00"
1	"Su-We 11:00-01:00; Th-Sa 11:00-03:00"
1	"M-sat: 7am-9pm Sunday 10am-7pm"
1	"19:00 - 22:00"
1	"10:30 a 24:00"
1	"Mo-Sun 10:30-22:00"
1	"11:00-20:00; Mo-Fr 13:30-15:00 off; Fr off;"
1	"Mo-Sa 10:00-22:00, Su 13:00-22:00"
1	"Mo-Th 09:00-24:00; Fr 09:00-04:30, Sa 10:00-04:30, Su 11:00-24:00"
1	"Mo-Fri 12:00-15:00, 19:00-22:00"
1	"Mo-Th 10:30-18:00; Fr 10:30-18:30"
1	"Mo,Su 17:30-22:00; Tu-Sa 11:30-13:30,17:30-22:00"
1	"Tu-Fr 11:00-22:00; Sa-Su 12:00-22:00; Mo off"
1	"Mo-We 10:00-23:00; Th 10:00-24:00; Fr-Sa 10:00-25:00; Su 11:00-23:00"
1	"Tu-Fr 11:00-14:15,17:00-23:00; Sa,Su 17:00-23:00"
1	"We-Sa 11:00-16:00"
1	"Mo-Th 11:00-22:00; Fr 11:30-24:00; Sa 00:00-03:00,11:30-24:00; Su 00:00-03:00,12:00-19:00"
1	"Mo-Sa 06:00-23:00; Su 08:00-23:00"
1	"Mo-Th 09:00-21:00;Fr 09:00-22:00;Sa 09:00-16:00"
1	"Su-We 11:00-21:00;Fr-Sa 11:00-22:00"
1	"Mo-Th 11:00-23:00; Fr 11:00-02:00, Sa 10:00-02:00, Su 10:00-22:00"
1	"Mo-Th 06:00-22:00; Fr-Sa 06:00-24:00; Su 06:00-21:00"
1	"Mo-Fr 0700-2200, Sa 0800-2200, Su 0900-2200"
1	"Mo-Fr 09:00-19:30; Sa 09:00-17:00"
1	"We 11:00-19:00; Th 10:30-19:00; Fr 10:00-20:00"
1	"11Ã¯Â¼Å¡00Ã£Æ’Â¼0Ã¯Â¼Å¡00"
1	"Mo-Fr 07:00-20:00; Sa 10:00-20:00"
1	"Tu-Sa 11:00-14:30,17:00-22:00; Su 12:30-22:00"
1	"Mo-Fr 11:00-23:00; Sa, Su 11:00-23:00"
1	"Mo-Sa 10:00-15:30"
1	"Th 8:00-19:00"
1	"Mo-Su 09:00-06:00"
1	"Mo-Fr 10:00-24:00; Sa 10:00-02:00; Su 12:00-24:00"
1	"Mo-Fr 09:30-17:30; Sa 10:00-14:00"
1	"Mo 12:00-22:00;Tu-Sa 11:00-22:00; Su 13:00-22:00"
1	"Mo-Fr 08:00-18:30; Sa 07:30-14:00"
1	"Mo-Sun 10:00-2:00AM"
1	"Mo,Tu,We,Th,Fr 11:00-14:30,16:30-22:45; Sa 12:00-22:45; Su 11:00-22:45"
1	"Mo-Fr 11:00-22:00; Sa 17:00-23:00; Su,PH 12:00-23:00"
1	"Mo-Sa 10:00-20:00;PH 10:00-20:00;Su off"
1	"Mo-Fr 11:30-22:30; Sa-Su 13:00-22:30"
1	"08.00-22.00"
1	"Su-Th 09:00-24:00; Fr-Sa 09:00-25:00"
1	"Mo-Fr 16:00-22:00; Sa,Su 14:00-22:00"
1	"Mo-Fr 09:00-22:00; Sa 10:00-22:00; Su, PH 12:00-22:00"
1	"Mo-Fr 12:00-22:00;Sa 13:00-23:00;Su 16:00-21:00"
1	"Mo-Fr 08:00-18:30; Sa 11:00-16:00"
1	"Mo-Fr 10:00-21:00; Sa, Su, Ph 11:00-21:00"
1	"Mo-Fr 10:30-13:30,16:30-22:30; Sa 16:30-22:30; Su 16:00-22:00"
1	"V letnÃƒÂ­ch mÃ„â€ºsÃƒÂ­cÃƒÂ­ch"
1	"08:30-23:00"
1	"Mo-Sa 11:00-22:00, Su 11:00-15:30"
1	"Mo-Sa 09:00-23:00; Su 09:00-21:00"
1	"Tu-Th 11:00-22:00; Fr-Sa 11:00-23:00, Su 11:30-22:00; Mo off"
1	"Mo-Th 11:00-23:00; Fr-Sa 11:00-23:30; Su,PH 12:00-23:00"
1	"Su-Th 06:00-23:00, Fr-Sa 06:00-01:00"
1	"Mo-Fr 10:00-22:00; Sa 09:00-17:30; Su 11:00-22:00"
1	"Mo-Sa 07:30-24:00; Su 08:30-24:00"
1	"Mo-Fr 06:30-18:00; Sa 08:00-12:00"
1	"Mo-Sa 06:30-20:30; Su 07:30-20:30"
1	"pirmadienis - ketvirtadienis 09:00Ã¢â‚¬â€œ03:00 penktadienis - Ã…Â¡eÃ…Â¡tadienis 09:00Ã¢â‚¬â€œ05:00 sekmadienis 11:00Ã¢â‚¬â€œ03:00"
1	"mo-we 17:00-22:30; th-fr 12:00-15:00,17:00-22:30; sa-su 16:00-22:30"
1	"mo-su 16:00-22:30"
1	"Mo-Sa 09:30-24:00; Su 09:30-22:30"
1	"Mo-Th 16:00-21:45; Fr-Su 12:00-21:45"
1	"Mo-Fr 09:30-11:00"
1	"Mo-Sa 11:00-14:30,17:00-21:00"
1	"Oct-Mar: Mo-Fr 11:00-20:00; Apr-Sep: Mo-Fr 11:00-21:00; Oct-Mar: Sa-Su 12:00-20:00; Apr-Sep Sa-Su 12:00-21:00"
1	"My Burger"
1	"Mo-Su 11:00-18:00+"
1	"Mo-Th 11:00-23:00, Fr-Sa 10:00-23:00; Sa 11:00-23:00"
1	"Mo-Th 11:00-23:00, Fr-Sa 11:00-01:00; Sa 11:00-23:00"
1	"Mo-Th 11:00-21:00, Fr-Sa 11:00-22:00; Sa 12:00-21:00"
1	"Mo-Fr 11:00-21:00; Sa 11:00-21:00; Su 12:00-21:00"
1	"Mo-Fr 11:00-14:00,17:00-23:00; Sa 16:00-22:00; Su 16:00-22:00"
1	"Mo-Th 06:00-04:00;Fr-Sa 06:00-05:00;Su 06:00-04:00"
1	"Mo-Fr 10:30-22:30; Sa-Su,PH 12:30-23:00"
1	"Mo-Fr 09:00-19:30; Sa 09:30-15:00; Su off"
1	"Mo-Fr 05:00-11:15,12:45-19:00;Sa-Su 06:00-11:15,12:45-19:00"
1	"Mo-Fr 6:00-21:00; Sa 10:30-21:00; Su off"
1	"Mo-Fr 12:00-14:30,17:00-22:00; Sa 15:00-22:00; Su 13:00-22:00; Tu off"
1	"Tu-Su 12:00-20:00"
1	"Mo-Su 12:00-15:00,18:00-22:45"
1	"Tu-Fr 08:30-18:30; Sa 07:00-13:30"
1	"Mo-Fr 17:30-23:00;Sa,Su,PH 17:00-23:00"
1	"Jan-Jun"
1	"Mo-Su 11:00-17:00"
1	"Su-Th 08:00-01:00;Fr-Sa 08:00-03:00"
1	"Mo-Fr 11:30-15:00,17:00-21:30; Sa off; Su 13:00-21:30"
1	"Mo-Th 11:00-22:00;Fr 11:00-23:00;Sa 11:00-23:00;Su 12:00-22:00"
1	"Mo-Fr 05:30-20:30; Sa 08:00-20:00; Su 10:00-22:00"
1	"Mo-Th 10:00-01:00, Fr-Sa 10:00-06:00, Su 11:00-24:00"
1	"Mo-Fr 07:00-19:00; Sa-Su 09:00-20:00"
1	"Mo-Th 10:30-23:00;Fr 10:30-23:00;Sa 11:00-23:00"
1	"Mo-Fr 09:00-24:00; Sa-Su 10:00-24:00"
1	"Mo-Fr 09:00-24:00; Sa, Su 10:00-24:00"
1	"Tu-Su"
1	"Mo-Th 05:00-24:00; Fr 05:00-02:00; Sa 04:00-02:00; Su, PH 04:00-24:00"
1	"Tu-Su 11:00-14:00, 17:00-21:00"
1	"Mo-Th 06:30-24:00, Fr-Sa 06:30-1:00, Su,PH 06:30-24:00"
1	"Tu-Fr 12:00-21:00; Sa,Su 12:30-21:00"
1	"Mo-Th 10:00-22:00; Fr,Sa 10:00-24:00;Su 10:00-22:00"
1	"Mo-Fr 10:30-23:00; Su 11:30-23:00; Sa off"
1	"Mo-Sa 9:00-19:30"
1	"Mo-Fr 10:00-20:30; Sa 10:00-18:00"
1	"Mo-Th 06:00-02:00; Fr 06:00-04:00; Sa 07:00-04:00; Su 11:00-20:00 open "" (11pm summers); breakfast until 11am; regular menu after 11am"""
1	"Mo-Th 10:00-24:00,Fr-Sa 10:00-04:00, Su 11:00-24:00"
1	"Mo-Fr 11:30-22:30; Sa off; Su 12:00-22:00; PH 12:00-22:00"
1	"Mo-Th 10:30-14:00, 17:00-22:30; Fr-Sa 10:30-14:00, 17:00-24:00; Su 16:00-22:30"
1	"Mar 21-Sep 21: ""Spring/Summer/Autumn"""
1	"Mo-Fr 11:30-21:00;Sa 12:00-16:00,18:00-21:00;Su 18:00-21:00"
1	"Mo-Sa 07:30-22:30; Su 09:00-22:30"
1	"Mo-Th 10:00-23:00; Fr 10:00-24:00; Sa 00:00-03:00,11:00-24:00; Su 00:00-03:00,12:00-23:00"
1	"Mo,Su 00:00-01:00,10:00-24:00; Tu-Sa 10:00-24:00"
1	"Mo-Fr 11:30-14:30; Sa,Su fixme"
1	"Mo-Th 08:00-22:00; Fr 08:00-24:00; Sa 11:00-24:00; Su 11:00-22:00"
1	"Tu-Fr 11:00-22:00; Sa 12:00-22:00; Su 12:00-20:00"
1	"Mo-Fr 12:00-17:00; Sa 12:00-15:00"
1	"Mo-Fr 11:00-20:00; Sa 10:00-20:00; Su 16:00-20:00"
1	"Mo-We 11:00-20:00, Th-Fr 11:00-21:30, Sa 10:00-21:00, Su 11:00-21:00"
1	"Mo-Th 09:00-00:00; Fr-Sa 09:00-00:30; Su 10:00-00:00"
1	"Mo-Tu 09:00-23:00; We-Sa 09:00-00:30; Su 10:00-23:00"
1	"Mo-Th 11:00-22:00; Fr-Sa 11:00-04:00; Su 12:00-22:00"
1	"7:00Ã£â‚¬Å“24:00"
1	"Mo-Sa 00:00-05:00,06:00-24:00; Su 00:00-07:00,08:00-24:00"
1	"Mo-Sa 10:00-22:00; Su 13:00-22:00"
1	"Mo-Fr 10:30-21:00; Sa-Su 12:00-21:00"
1	"Mo-Th 07:00-01:00; Fr,Sa 07:00-01:30;Su 07:00-01:00"
1	"Mo-Th,Su,PH 17:00-22:00;Fr-Sa 17:00-23:00;Dec 24,25,31 off"
1	"Mo-Th 19:30-01:00; Fr-Sa 19:30-04:00; Su 19:30-01:00"
1	"Mo-Sa 09:00-24:00; Su 09:00-22:00"
1	"11:30-14:00,17:00-22:00"
1	"Mo, Th off; Tu, We, Fr, Sa, Su 17:30-22:30"
1	"Mo-Fr 10:30-22:00; Sa,Su 11:30-23:00"
1	"Mo-Th 09:00-00:00; Fr-Sa 09:00-03:00; Su 09:00-00:00"
1	"Mo-Fr 06:00-22:00; Sa 06:00-23:00; Su 11:00-22:00"
1	"Mo-Th 09:00-20:00; Fr 09:00-21:00; Sa 09:00-20:00"
1	"Mo-Fr 11:30-14:00,17:00-22:30; Sa-Su 11:30-22:30"
1	"Mo-Th 16:30-23:00;Fr-Sa 16:30-23:30;Su 16:30-23:00"
1	"Mo-Sa 10:00 - 20:00"
1	"Mo-Th 12:00-00:00;Fr 12:00-01:00,Sa 16:00-01:00,Su 16:00-00:00"
1	"Mo-Th 11:30-00:00;Fr 11:30-01:00,Sa 16:00-01:00,Su 16:00-00:00"
1	"Mo-Th 11:00-22:00;Fr 11:00-00:00;Sa 11:00-01:00;Su 12:00-23:00"
1	"Mo-Sa 17:00-21:00, Su,PH off"
1	"Mo-Th 08:30-18:30;Fr 08:30-20:00;Sa 08:30-16:00; Su 10:00-16:00"
1	"7am to 11pm"
1	"Mon-Sat 7:00 - 20:00; Sun 8:00 - 18:00"
1	"Mo-Th 11:30-23:00; Fr-Sa 11:30-01:00; Su 13:00-23:00"
1	"Su-Th 07:00-24:00; Fr-Sa 00:00-24:00"
1	"Mo-Th 07:00-24:00; Fr 07:00-3:00; Sa 07:00-3:00; Su 09:00-24:00"
1	"Mo-Fr 11:00-12:00; Sa-Su 12:00-22:00"
1	"Mo-Th 11:00-14:00,17:00-23:00; Fr-Sa 11:00-14:00,17:00-23:30; Su 13:00-22:30"
1	"Mo-Su 00:00-01:00,11:00-24:00; Fr,Sa 00:00-03:00,11:00-24:00"
1	"Mo-Fr 09:00-22:00; Sa 10:30-20:00"
1	"Mo-Fr 10:00-23:00; La-Su 11:00-23:00"
1	"Mo-Fr 11:00-14:00,17:00-22:30; Sa 17:00-22:30; Su 11:00-22:00"
1	"Dom - Jue: 10:30 - 00:00, Vie - SÃƒÂ¡b: 10:30 - 02:00"
1	"Mo-Sa 06:15-16:30"
1	"... - 22:00"
1	"Mo-Th 10:30-24:00; Fr,Sa 10:30-0:30; Su 11:00-24:00"
1	"Mo-Tu 11:00-21:00; We-Sa 11:00-23:00; Su 12:00-21:00"
1	"E-P 11:00-21:00"
1	"Mo-Th 08:00-24:00; Fr,Sa 08:00-01:00; Su 09:00-24:00; PH 09:00-24:00"
1	"Su-Tu 16:00-02:00; We-Th 16:00-03:00; Fr-Sa 16:00-05:00"
1	"Mo-Th 11:00-22:00;Fr 11:00-23:00;Sa 12:00-23:00;Su 13:00-22:00"
1	"MON: 11am -12am TUE: 11am Ã¢â‚¬â€œ 12am WED: 11am Ã¢â‚¬â€œ 12am THU: 11am Ã¢â‚¬â€œ 3am(Fri) FRI: 11am Ã¢â‚¬â€œ 4am (Sat) SAT: 11am Ã¢â‚¬â€œ 4am(Sun) SUN: 11am Ã¢â‚¬â€œ 12am"
1	"Mo-Fr 7:30-15:30"
1	"Mo-Fr 11:30-14:30,17:30-22:00; Sa,Su,PH 12:00-22:00"
1	"mon-sun 7am to 11pm"
1	"Mo-Su,PH 11:30-22:30; Fr,Sa 11:30-23:30"
1	"Mo-Sa 5:30-23:00,Su 05:30-22:30"
1	"Mo-We 11:30-22:00; Th-Sa 11:30-23:00; Su 11:30-21:00"
1	"Oct 15-Mar 30 09:00-18:00; Apr 1-Oct 14 09:00-20:00"
1	"Mo-Fr 07:00-15:00; Sa 08:00-14:00"
1	"Mo-Sa 11:00-19:30; PH Su off"
1	"Mo-Th 11:00-22:00; Fr,Sa 11:00-24:00"
1	"Sa 11:00- 15:00"
1	"Mo-Su 10:00-17:30"
1	"Mo-Su 06:00-21:00; Fr,Sa 06:00-23:00"
1	"Mo-Th 10:30-24:00; Fr-Sa 10:30-01:00; Su 11:00-23:00"
1	"Periodo estivo"
1	"Mo-Th 07:00-02:00; Fr-Sa 07:00-04:00; Su 09:00-02:00"
1	"Mo-Th 07:00-02:00; Fr-Sa 07:00-04:00; Su 08:00-02:00"
1	"Su-We 06:00-24:00; Th-Sa 06:00-03:00"
1	"Mo-Fr 07:00-17:00; Sa 08:00-13:30"
1	"Mo-Sa 10:00-20:00; Su 14:00-20:00"
1	"Mo-We 10:00-18:00;Th 10:00-20:00; Fr-Sa 10:00-19:00; Su 11:00-17:00"
1	"Mo-We 11:30-18:30; Th 11:30-20:30; Fr 11:30-19:30; Sa 11:00-19:30; Su 11:30-17:30"
1	"Mo-We 11:00-18:00; Th 11:00-20:00; Fr-Sa 11:00-19:00; Su 11:00-17:00"
1	"Mo-We,Fr-Sa 07:30-19:00; Th 07:30-21:00; Su 09:00-18:00"
1	"Mo-Fr 11:00-19:00; Sa 11:00-18:00; Su off"
1	"Mo-Fr 11:00-22:00; Sa 15:00-22:00; Su,PH 12:00-22:00"
1	"6:00 AM - 1:00 AM"
1	"Tu-Sa 11:00-21:00; Su 15:00-22:00"
1	"Mo-Th 10:00-24:00, Fr-Sa 10:00-02:00, Su 11:00-24:00"
1	"Mo-Th 09:00-23:00; Fr 09:00-01:00; Sa 10:00-01:00; Su 11:00-23:00"
1	"Su-Th 07:00-02:00,Fr-Sa 07:00-05:00"
1	"Su-Sa 12:00-23:50"
1	"Su-Th 10:30-21:00; Fr-Sa 10:30-22:00;"
1	"Mo-Th 11:30-21:00; Fr-Sa 11:30-22:00; Su 12:00-21:00"
1	"Mo-Fr 10:30-14:30,17:30-23:00; Sa 16:00-23:00; Su,PH 12:00-23:00"
1	"Mo-Th 10:00-23:30; Fr,Sa 10:00-24:00"
1	"Mo-Su 12:00-14:00,16:00-23:30"
1	"Apr 15-Sep 1 Mo,We-Sa 11:30-22:30; Sep 2-Apr 14 Mo,We-Sa 11:30-22:00; Su,PH 12:00-22:30"
1	"Mo-We 07:30-20:00, Th 07:30-15:00, Fr 07:30-20:00"
1	"Mo-Fr 10:00-20:00; Sa,Su 11:00-19:00"
1	"Mo-Sa 08:00-24:00;Su 09:00-24:00;Sa,Su 00:00-03:00"
1	"Tu-Sa 07:00-23:00"
